"geneid"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"change"
"Cont"	458.744024143364	0.267458367398409	0.215221049158788	1.24271472722485	0.21397297498767	0.429327694278765	"unchanged"
"tub"	648.929450038975	0.1535268339191	0.102338679998606	1.50018383978758	0.133566788128803	0.313858863634558	"unchanged"
"CG14646"	250.152370478029	0.176018856560106	0.135441731240461	1.29959101192825	0.193741181858504	0.405024097022535	"unchanged"
"CG34112"	63.7145154011507	1.48900724351511	0.678869109499426	2.19336426224056	0.0282811450256235	0.102382640530511	"upregulated"
"asRNA:CR46139"	2.93296588014907	0.987347867177845	1.48895737099699	0.663113589690435	0.507257807690391	0.756494589059672	"unchanged"
"asRNA:CR45999"	16.1325166529403	1.13995684691759	0.830558126130308	1.37251904599238	0.169901913923584	0.368872691938307	"upregulated"
"CG9855"	356.260642004474	0.166683304171824	0.139977130543675	1.19078954915293	0.233736212631077	0.457649953567088	"unchanged"
"CG9853"	525.315607798811	-0.111586927687607	0.13115747998591	-0.850785846904001	0.394888325053993	0.644129373775638	"unchanged"
"CG14647"	135.9568550637	-0.0965901788336495	0.210185877365483	-0.459546474027335	0.645841786585112	0.855172218326201	"unchanged"
"lncRNA:CR45187"	9.40697443086689	1.14827711664678	0.78106122017013	1.47014995367029	0.141521145588667	0.325466871278551	"upregulated"
"lost"	10500.4981672149	0.364413972615137	0.0870033013722142	4.18850741141551	2.80795142083028e-05	0.00028222247413613	"unchanged"
"CG32944"	12.5824336072565	2.00057315569618	1.05862679240588	1.88978133752839	0.0587872105202806	0.175538416915994	"upregulated"
"srl"	972.692882077305	-0.647429080027299	0.189194802262807	-3.42202360891483	0.000621569161867154	0.00452144791659218	"unchanged"
"eIF3a"	4544.0765384937	-0.303659804450244	0.123735733470715	-2.45409952269052	0.0141237886273608	0.0597650588803691	"unchanged"
"CG1074"	278.004763129442	-0.460395170011204	0.183329851225846	-2.51129407967521	0.0120289442191383	0.0529400114864948	"unchanged"
"CG9804"	205.767723334801	-0.563010231094816	0.170100935495468	-3.30985969862473	0.000933427464532842	0.00638429162062557	"unchanged"
"asRNA:CR44134"	1.85874044279682	1.26433280664301	1.90327421117679	0.66429356275535	0.506502440264857	0.756494589059672	"upregulated"
"CG14650"	454.443750352842	-0.320081599326436	0.112899984451613	-2.83508984417635	0.00458127998130514	0.0243031316081431	"unchanged"
"CG31522"	859.01228298921	-0.481183616035198	0.177950691918148	-2.70402778909412	0.00685045598705671	0.0337051348405354	"unchanged"
"asRNA:CR43629"	37.9998323936298	0.565659609742891	0.397639144289561	1.42254508356697	0.154868073384648	0.34637450039027	"unchanged"
"CG31523"	840.550253871172	1.29025581319586	0.184508718981938	6.99292597290301	2.69211579414870e-12	7.07168098100656e-11	"upregulated"
"Fip1"	376.550403888514	0.0154563316679872	0.143695192726768	0.107563317705255	0.914342096345291	1	"unchanged"
"CG34357"	48.0048271725469	6.02357420805682	0.770129681461137	7.82150636841905	5.2194930369056e-15	1.76828619240961e-13	"upregulated"
"lncRNA:CR44317"	1.78172385187847	0.804721796142633	2.25308043830816	0.357165142646615	0.720968179313201	0.909679655416065	"unchanged"
"5-HT2A"	7.7660407700603	3.0662231258215	1.48390537752898	2.0663198423928	0.0387982890476355	0.129665455867559	"upregulated"
"CG9775"	984.277989336488	0.451053235070795	0.101071204555939	4.46272741135833	8.09229714180004e-06	9.08191242694277e-05	"unchanged"
"MED31"	171.839075788893	0.236088631601074	0.167020708321622	1.413529100514	0.157500211192981	0.349673066352358	"unchanged"
"slx1"	14.6897847562892	0.437972501477775	0.515361341451006	0.849835768132429	0.395416400572445	0.644894024628874	"unchanged"
"Dlip2"	95.4536309836559	-0.0300643988559794	0.212326220405763	-0.141595318743607	0.887399664777832	1	"unchanged"
"rpk"	4.85132604317625	1.3283338256098	1.04535126868607	1.27070570955486	0.20383336362429	0.416969300860842	"upregulated"
"Karybeta3"	5486.21595816514	-0.252361461698193	0.0991321274718797	-2.54570811838755	0.0109056333710914	0.0493544581400827	"unchanged"
"spartin"	45.0024062941019	-1.26603328158658	0.31114579069443	-4.06893912580655	4.72276832619216e-05	0.000454514208383538	"downregulated"
"smash"	634.236011210614	0.0931897746215586	0.229208094104276	0.406572791356848	0.684321784345678	0.882067014905683	"unchanged"
"eIF3f1"	2444.42537752173	-0.160638291447607	0.12057721351936	-1.33224418411208	0.182779961805262	0.388988666268538	"unchanged"
"Nep2"	712.853171866109	0.530635647200105	0.179493307791937	2.95629766773924	0.00311356440343818	0.0177184787479802	"unchanged"
"tacc"	900.979367790173	-0.156053704766006	0.121954447534144	-1.27960650817851	0.200683559813643	0.413020235303129	"unchanged"
"atms"	407.43466207917	0.0853518846370958	0.111791879659274	0.763489127271468	0.445171744173808	0.697987704424764	"unchanged"
"CG44098"	185.133688601665	1.28408074083938	1.47705488932753	0.869352080357689	0.384654584865128	0.632273066869449	"upregulated"
"CG14655"	35.3929124605056	-1.0527243656508	1.58297107489688	-0.665030702294654	0.506030855922041	0.756494589059672	"downregulated"
"CG17387"	0.819106631028404	-1.05502691175375	2.25907306318381	-0.467017613970777	0.640487276110882	NA	"downregulated"
"ctrip"	1719.3087380757	0.193402469531683	0.188769090644485	1.02454522014901	0.305577823469698	0.543788172078736	"unchanged"
"Hus1-like"	54.9389102874137	1.70438959397406	0.299974791320022	5.68177608016325	1.33303116198801e-08	2.31947422185913e-07	"upregulated"
"CG1129"	534.496093241988	0.516689631558538	0.115642420479686	4.46799391966464	7.89565496044269e-06	8.89697991702802e-05	"unchanged"
"BBS5"	1.3542047234342	-2.60386192387284	2.37197781572514	-1.09775981318645	0.272309383817045	NA	"downregulated"
"CG14657"	177.240107322322	-0.307617991570981	0.197217911419386	-1.55978728989188	0.118810156032054	0.29028320073572	"unchanged"
"opa"	9.2849148750808	-1.1188678319977	1.75198875228851	-0.638627291719879	0.523065422558335	0.764395585439068	"downregulated"
"Gnf1"	267.783022562924	0.0082529796663117	0.149111881796004	0.0553475656460588	0.95586156830898	1	"unchanged"
"Cdep"	772.447796380653	-0.700654328280314	0.150876686439304	-4.64388730171497	3.4191411804766e-06	4.13146225974256e-05	"unchanged"
"snRNA:U1:82Eb"	1.4535921642741	-2.63300729800106	2.0196402620232	-1.30370113307377	0.192335502955751	NA	"downregulated"
"Ubc6"	1078.16349249293	0.252092072490759	0.0893637358035936	2.82096613602653	0.00478792568401384	0.0251539573978988	"unchanged"
"CG14661"	12.8491812683128	0	1.77079482417397	0	1	1	"unchanged"
"CG2016"	141.690718360457	-4.18107054720206	1.70800765713908	-2.44792260135728	0.0143682516974934	0.0606108367766642	"downregulated"
"CG1124"	99.5449123388881	0.737257131486385	1.57634278732664	0.467701021258654	0.63999841067467	0.853798016620837	"unchanged"
"CG14662"	3.71374146013363	0	1.96476460993068	0	1	1	"unchanged"
"corto"	136.446924581269	0.069644938012771	0.31800969230226	0.219002564068315	0.826648050413035	0.986047773197517	"unchanged"
"CG12007"	283.648154750361	0.439951741097068	0.175418570981816	2.50801120220432	0.0121412817976657	0.0532404998183927	"unchanged"
"dpr16"	6.0889541473502	-3.0128628865037	1.60458884413525	-1.87765414019652	0.0604284941671626	0.17945381596611	"downregulated"
"CG12590"	2.79543044248061	-4.18059174319973	1.99108108096971	-2.09965921687311	0.0357588295890534	0.121410325251625	"downregulated"
"cno"	260.471455210795	0.118326807559369	0.262063916649688	0.451518885438706	0.651615616887554	0.858971213071625	"unchanged"
"CG1116"	129.927815960143	-0.0417868742052464	0.189555777245099	-0.220446323570583	0.825523571628105	0.984922527861289	"unchanged"
"Sccpdh1"	1773.14388002679	-0.220768899563087	0.0802957531989405	-2.74944677355614	0.00596959572568843	0.0303078214364433	"unchanged"
"Vps37B"	235.527443677131	0.450425618312135	0.169663682828661	2.65481457671179	0.00793520133912363	0.0378322290938051	"unchanged"
"Kat60"	228.477483987189	0.131256773681235	0.171369146899331	0.765930017486406	0.443717943917765	0.696712769290456	"unchanged"
"Mms19"	490.468699538474	-0.06986622026824	0.116829272632386	-0.598019817242898	0.549826710142226	0.786124052287617	"unchanged"
"rtp"	1.52011271077279	0	2.09026123149568	0	1	NA	"unchanged"
"CG12163"	746.735306274014	0.013096379069774	0.156833498655132	0.0835049857465227	0.933450013188041	1	"unchanged"
"CG33293"	3.80277813124067	2.29446761557015	1.22524002229663	1.87266786410496	0.0611142636208964	0.180799134079774	"upregulated"
"asRNA:CR44019"	0.908288102564118	1.59830631047853	2.76923833454591	0.577164590905685	0.563828274500897	NA	"upregulated"
"CG1113"	1.24234581415078	2.39911987845307	2.11979961361737	1.13176729679607	0.257732280158907	NA	"upregulated"
"CG12173"	642.160916473909	-0.574659912607877	0.141693518363245	-4.05565419820178	4.99941776828089e-05	0.0004790191033485	"unchanged"
"Hph"	186.461348997607	-0.461900877868451	0.212191457398503	-2.17681184497916	0.0294946089112812	0.105924101343976	"unchanged"
"lncRNA:CR45793"	1.74797769393526	-2.00194336743888	1.78537246913859	-1.12130292252393	0.262158941977039	0.493421988711132	"downregulated"
"mtd"	1191.09486440824	0.0557039606703563	0.168339580601466	0.33090233723602	0.740718256475975	0.925897820594969	"unchanged"
"CG31538"	2.32024952292193	1.66859844413601	1.8832890000034	0.886002331098939	0.375616271057511	0.623542504617681	"upregulated"
"CG11999"	670.662672040076	0.118603455772465	0.134671111321649	0.880689663941308	0.37848581270422	0.626584444079523	"unchanged"
"CG1161"	575.220976960132	-0.370264134608735	0.121815081172089	-3.03955906810637	0.00236924737579178	0.0141336068084123	"unchanged"
"Prosbeta7"	2234.67204471573	0.320578804676229	0.112992568611082	2.83716715724601	0.00455157757622347	0.0241809507285932	"unchanged"
"Cerk"	229.802249605684	1.08074579104962	0.162035715465692	6.66979985211007	2.56152516215379e-11	6.09553307186488e-10	"upregulated"
"RpII18"	414.388506808533	-0.0510407321319579	0.118978061051811	-0.428992804898135	0.667928460858992	0.871367803723793	"unchanged"
"hd"	96.9362921857279	0.524735329815123	0.265828990027584	1.97395825700076	0.0483864896161407	0.153546272125921	"unchanged"
"CG14667"	111.066751805203	1.33787581732164	0.203489209888857	6.57467694750187	4.87589139198616e-11	1.12341777304766e-09	"upregulated"
"7B2"	92.2323297192968	8.17477861074855	1.20423544704738	6.78835574122315	1.13418708778932e-11	2.81604670769609e-10	"upregulated"
"kkv"	465.119050553235	-0.922102333174026	0.487360217313261	-1.89203447556189	0.0584863875233488	0.174928345521567	"unchanged"
"CG1172"	254.709263234428	0.294773591357548	0.152397018039285	1.9342477638346	0.0530826723341338	0.163348630909368	"unchanged"
"CG2663"	196.374101435368	0.804722696733411	1.68467203199757	0.477673209650917	0.632882815116111	0.851946427265594	"unchanged"
"Orco"	3.02915740644968	4.1503704660261	1.47435195268014	2.8150472880518	0.00487700569581315	0.0255623478930232	"upregulated"
"CG14669"	43.4065024608417	-6.85727636887921	1.09342572813476	-6.27136914052388	3.57887011445298e-10	7.37125236641594e-09	"downregulated"
"PEK"	941.872534781001	1.2731879002784	0.107187199240241	11.8781711743842	1.53693137664006e-32	1.53340630467529e-30	"upregulated"
"RpL35A"	9703.65451319234	0.0317487860359038	0.133386731472361	0.238020571352575	0.811865139020567	0.976554959279799	"unchanged"
"POLDIP2"	654.928076467283	-0.0320078571207155	0.164577153000468	-0.194485422412335	0.845795809036914	1	"unchanged"
"mRpL44"	1051.61440770965	-0.297655038830247	0.14023229943517	-2.12258545306001	0.0337886050142204	0.116429366137404	"unchanged"
"Snr1"	222.700090836989	-0.0619671885317942	0.155199262931034	-0.399275018202443	0.689690572461567	0.886675136011294	"unchanged"
"Hcs"	370.585656535289	0.0283488076950648	0.136364713257039	0.207889614680809	0.83531515831111	0.993444044907407	"unchanged"
"ksr"	165.508269419971	-0.149961712901041	0.154336314475831	-0.971655396919073	0.331222013252082	0.574213198488187	"unchanged"
"CG31550"	453.986478942231	0.421490594053014	0.151353050956836	2.78481729564352	0.00535578917655215	0.027564698199245	"unchanged"
"NKCC"	195.105616981892	1.63938169421738	1.16715110019278	1.40460107859779	0.16013993572398	0.35378415036	"upregulated"
"Nmdar1"	29.516510920109	1.69897502038299	1.59328004724886	1.06633797574797	0.286270888540389	0.522680245389103	"upregulated"
"Itp-r83A"	949.581176137507	-0.12180935754737	0.248378528589877	-0.490418226724023	0.623837981588502	0.846865316411804	"unchanged"
"CG2519"	497.99907080492	0.311348644963868	0.197772306533564	1.57427827192291	0.115423130738263	0.285213939281665	"unchanged"
"mia"	39.4512816900688	3.60582651272572	0.443063340193527	8.138399604785	4.00536976094511e-16	1.5501208594405e-14	"upregulated"
"Pcmt"	240.52073444277	0.418752769651052	0.166818806298778	2.51022518948524	0.0120654192562577	0.0530769369003961	"unchanged"
"Snm1"	51.5518489322227	0.553389641127859	0.444595410609109	1.24470389914664	0.21324061218659	0.428490697991347	"unchanged"
"Pi4KIIalpha"	342.377082490883	0.00600420784319292	0.150475376129835	0.0399015971756886	0.968171577756708	1	"unchanged"
"CG14671"	236.34197398435	0.080151154555926	0.149113173307828	0.537518937984525	0.590909207073618	0.820497654101839	"unchanged"
"CG12746"	594.460736080491	0.526976891639777	0.141510244436603	3.72394870588938	0.000196130791846422	0.001652147452618	"unchanged"
"CG2931"	201.035815272327	-0.281676445650283	0.18717262796912	-1.50490191170877	0.132349296753561	0.312322182991991	"unchanged"
"Rheb"	715.244917330689	0.300383679607282	0.107447435476134	2.79563377456322	0.00517980597720437	0.0268112279876714	"unchanged"
"CRMP"	255.024740151819	-1.36969854043481	0.411834860454174	-3.32584409907481	0.000881512185969079	0.00609049874359195	"downregulated"
"CG2926"	822.226377546996	0.0524919633575354	0.200368671262072	0.261976900015864	0.793339251503436	0.964098280715746	"unchanged"
"Rev7"	54.6469253736923	0.0300656667203527	0.262411969112485	0.114574296370852	0.908782554039185	1	"unchanged"
"noi"	398.451958445116	-0.237754080786624	0.143153430263735	-1.66083397616532	0.096746795364344	0.251276575011159	"unchanged"
"Vha26"	6744.28536978719	0.0895519139600151	0.0840205397989961	1.06583359466925	0.286498871591515	0.52278444645658	"unchanged"
"kra"	13880.1523239058	-0.29011583663437	0.0926306452947981	-3.13196389500552	0.00173641227477841	0.0108525767173651	"unchanged"
"snoRNA:Psi28S-3385b"	3.29555715942275	-0.473698397430619	1.454777111052	-0.325615789409879	0.744715064505826	0.929036456123524	"unchanged"
"snoRNA:Psi28S-3385a"	3.91989733673768	-0.319790878397583	0.944820947437238	-0.33846717652164	0.735011158327572	0.921199302387039	"unchanged"
"snoRNA:Psi28S-3091b"	4.33746192091439	-1.73060335084772	1.1827057352803	-1.46325776499052	0.143396859829536	0.328372468024049	"downregulated"
"snoRNA:Psi28S-3091a"	3.56347503107971	-1.79171267040083	1.47474326260656	-1.21493192464839	0.224392056465708	0.444007207799231	"downregulated"
"snoRNA:Psi28S-3571"	3.25233684922625	3.28711450976663	1.65401487518977	1.98735486546908	0.0468830856112646	0.149780715635283	"upregulated"
"snoRNA:Psi28S-3186"	3.82061546534456	0.817390680436209	1.28921059254891	0.634024173521671	0.526065046253923	0.766931262530439	"unchanged"
"snoRNA:Psi28S-2442b"	5.76307587917714	-1.75338418743191	0.899360119903994	-1.94959076862234	0.0512249145560958	0.159619182176946	"downregulated"
"snoRNA:Psi28S-2442a"	2.98228106229222	-4.01207641044548	1.6149094598509	-2.48439711958583	0.0129770999833839	0.0560913999679253	"downregulated"
"CG1427"	219.363163143597	0.349243011788627	0.154701649048366	2.25752610871936	0.0239752199524615	0.0904372240662569	"unchanged"
"asl"	98.588501345101	0.0640626488220398	0.271905852192049	0.235605994889701	0.813738421158869	0.977510806373876	"unchanged"
"Rga"	680.632877832815	-0.0189901420677563	0.101876502598225	-0.186403553159344	0.852128306245242	1	"unchanged"
"asRNA:ASTR"	3.08793341914987	1.690254568351	1.24787605185549	1.3545051736811	0.175575263921596	0.377422612205446	"upregulated"
"sisRNA:1"	2.70719891446648	1.42863090208545	1.41656540943607	1.00851742712973	0.31320612576866	0.552044832695976	"upregulated"
"asRNA:CR46135"	5.2140473100227	0.0358309904657911	1.01613975627781	0.0352618724387308	0.971870925797059	1	"unchanged"
"Atu"	372.88644206157	-0.146109684739829	0.137906145537078	-1.05948639323362	0.289378322818767	0.525286139317993	"unchanged"
"Spec2"	101.780048097063	0.063171227854751	0.261953128253857	0.241154699223643	0.809435219619757	0.974602304402663	"unchanged"
"CG2911"	101.045044016621	-0.251069008447243	0.255735253226391	-0.981753611517074	0.326221246539693	0.567988481607295	"unchanged"
"RpL13A"	18915.0548230874	-0.115556309478328	0.129280643491574	-0.893840766548006	0.371407093864043	0.618822145820664	"unchanged"
"snoRNA:Me28S-U2134b"	0.841125052867198	-3.00913865860106	2.8373626264267	-1.06054073969061	0.288898666111684	NA	"downregulated"
"CG31549"	290.501485823959	1.56383789896939	0.177242343147348	8.82316195554534	1.11272235528052e-18	5.26124157116335e-17	"upregulated"
"CG12171"	2026.4576893749	-0.0194918840229597	0.14070404220215	-0.138531087791748	0.889820701965551	1	"unchanged"
"CG31546"	3.33379011873382	0.947691677919775	1.30971160186566	0.723588060585098	0.469318673485423	0.723128446323884	"unchanged"
"CG31548"	1690.29378327793	-0.767660221621347	0.152652019972862	-5.02882452363106	4.93495742003032e-07	7.02456308152222e-06	"unchanged"
"CG12170"	473.035835843089	0.2914953199531	0.164935503022274	1.76732913539988	0.0771731231851834	0.214130073083601	"unchanged"
"MTA1-like"	583.116530233422	-0.402766888139722	0.109478956106754	-3.67894344687558	0.000234202189328391	0.00191932841668896	"unchanged"
"Sec23"	3237.9170010638	-0.17656004209345	0.0805322714693603	-2.19241353648673	0.0283496600854544	0.102596523603766	"unchanged"
"elm"	1512.01857267706	-0.0988091083792787	0.119892530581274	-0.824147325110439	0.409855852708918	0.660616925775824	"unchanged"
"MED27"	90.144887406611	0.300703279989963	0.203242151207976	1.47953206656554	0.138998167593687	0.322372589588686	"unchanged"
"CG2182"	557.217664414803	-0.30308156861255	0.111777330940776	-2.71147616481498	0.00669843567204365	0.0331115854243067	"unchanged"
"asRNA:CR44093"	4.0156113282126	-0.0835617452527066	1.03790225619861	-0.0805102260387773	0.93583146343526	1	"unchanged"
"Wdr33"	413.585430590975	-0.296383228955031	0.130008883916641	-2.27971520119399	0.022624585142849	0.086119133156627	"unchanged"
"asRNA:CR46134"	1.31685690093956	-0.467817315294295	2.00896004588581	-0.232865415244244	0.815865914850437	NA	"unchanged"
"Xe7"	579.329462707399	0.272471053892142	0.111862176554015	2.43577464953557	0.0148599388605658	0.0621545519648664	"unchanged"
"Atg17"	276.160915775439	0.473693916406639	0.219401375348226	2.15902892885156	0.0308479226731525	0.10938088003604	"unchanged"
"Rab23"	66.375105148448	-1.3236103677697	0.899436590613324	-1.47159942299782	0.14112908148263	0.325164991763474	"downregulated"
"plx"	111.04851090915	-0.481675042182288	0.591362961545565	-0.814516757903471	0.415348976026528	0.667393633907874	"unchanged"
"cas"	59.8916476287947	3.03477608432834	1.37597012549785	2.20555376028262	0.0274152597025525	0.0999585749860375	"upregulated"
"CG1239"	70.5275900627325	-0.297340250448199	0.283761137506294	-1.04785402631678	0.294705866463538	0.531420468590422	"unchanged"
"CG2100"	223.24495354505	-0.505801112867427	0.140624532875371	-3.59681986155071	0.000322131402678549	0.00254962081814353	"unchanged"
"CG1236"	622.841130738632	0.212790766154929	0.104794603321383	2.03055080520077	0.0423005824391144	0.138351529030186	"unchanged"
"Sym"	255.547560112968	-0.292347307422944	0.148485393382638	-1.96886239624649	0.0489688947459396	0.154717237176669	"unchanged"
"Madm"	260.591307710044	-0.240545726210528	0.162463253831127	-1.48061620420679	0.13870887484929	0.321838919135062	"unchanged"
"CG2091"	186.353467657489	-0.122826625324924	0.15399221479713	-0.797615811206666	0.425093472769407	0.677927968582915	"unchanged"
"Sec8"	588.106247646727	-0.250073822513148	0.107759962571206	-2.32065617457785	0.0203054077943185	0.0789280930922784	"unchanged"
"CG2082"	51.7976814919678	2.16391714377903	0.821065228998969	2.63549967451094	0.00840135063645332	0.0396720313380069	"upregulated"
"jagn"	1140.20887847733	-0.20486011183807	0.0819798061283746	-2.49890944505619	0.0124576139573354	0.0542647514826071	"unchanged"
"kat-60L1"	10.178898250339	-1.63683918596759	1.5766038342016	-1.03820576257605	0.299174270401007	0.536088349087321	"downregulated"
"Hat1"	240.868168827814	0.612605179666791	0.147589581101027	4.15073459181008	3.31409891182556e-05	0.000328134610938804	"unchanged"
"Rpn5"	2084.2756312973	0.287884179173889	0.0832472815909108	3.45818114023943	0.000543835601325258	0.00404528875814786	"unchanged"
"CG1218"	148.011901684395	-0.325187226037721	0.20031520722098	-1.62337762843431	0.104508704072613	0.265482867738769	"unchanged"
"CG2046"	441.889848807287	0.13410276838568	0.143557761834752	0.934138054757667	0.350232684182396	0.595587246361776	"unchanged"
"CG10979"	139.598261423836	0.283665606893131	0.259808510165444	1.09182569390239	0.274909723218587	0.509135429155676	"unchanged"
"CG11000"	37.540691570343	-0.757660596315439	1.36990730994011	-0.553074350956314	0.580212499111369	0.810717066405774	"unchanged"
"CG42675"	61.4117034768917	-0.580090731550511	1.12070838521703	-0.517610771189306	0.60472986509687	0.831408000370222	"unchanged"
"Hpr1"	216.664449319622	-0.0097742205691415	0.149333002583861	-0.0654525148495061	0.947813712878073	1	"unchanged"
"CG46303"	12.8903855945179	-0.506001428483478	0.768398008267389	-0.658514758028105	0.510207417074864	0.756927847879947	"unchanged"
"CG2023"	107.050123751292	0.141150271190277	0.259903537153676	0.543087149702074	0.587069799836633	0.817462749452418	"unchanged"
"dgrn"	120.019978426679	-0.125429898023436	0.217784056973679	-0.575937007356765	0.564657760404048	0.797072068435835	"unchanged"
"CG1208"	538.198555886419	2.99490925320756	1.09067258271311	2.74592879721754	0.00603398577718981	0.0305491598356328	"upregulated"
"CG1213"	463.733610308923	-0.104196125405387	0.650336524655753	-0.160218781284876	0.872708735182459	1	"unchanged"
